quote,author,tags
“being a writer is a very peculiar sort of a job: it's always you versus a blank sheet of paper (or a blank screen) and quite often the blank piece of paper wins.”,Neil Gaiman,['general']
"“no matter how careful you are, there's going to be the sense you missed something, the collapsed feeling under your skin that you didn't experience it all. there's that fallen heart feeling that you rushed right through the moments where you should've been paying attention.well, get used to that feeling. that's how your whole life will feel some day.this is all practice.”","Chuck Palahniuk,",['general']
"“behind every beautiful thing, there's some kind of pain.”",Bob Dylan,['general']
"“what happened down in the dungeons between you and professor quirrell is a complete secret, so, naturally the whole school knows.”","J. K. Rowling,",['general']
"“writing is like sex. first you do it for love, then you do it for your friends, and then you do it for money.”",Virginia Woolf,['general']
"“my name is celaena sardothien. but it makes no difference if my name's celaena or lillian or bitch, because i'd still beat you, no matter what you call me.”","Sarah J. Maas,",['general']
"“when i saw you i fell in love, and you smiled because you knew.”",Arrigo Boito,['general']
“books have to be heavy because the whole world's inside them.”,"Cornelia Funke,",['general']
"“please believe that things are good with me, and even when they're not, they will be soon enough. and i will always believe the same about you.”","Stephen Chbosky,",['general']
“a woman's heart should be so hidden in god that a man has to seek him just to find her.”,Maya Angelou,['general']
"“some people have a way with words, and other people...oh, uh, not have way.”",Steve Martin,['general']
"“it ain't what they call you, it's what you answer to.”",W.C. Fields,['general']
“it's hard to enjoy practical jokes when your whole life feels like one.”,"Rick Riordan,",['general']
"“i've lived through some terrible things in my life, some of which actually happened.”",Mark Twain,['general']
"“the real voyage of discovery consists not in seeking new landscapes, but in having new eyes.”",Marcel Proust,['general']
“the best way to find yourself is to lose yourself in the service of others.”,Mahatma Gandhi,['general']
"“stop comparing yourself to other people, just choose to be happy and live your own life.”","Roy T. Bennett,",['general']
"“i fell in love with her when we were together, then fell deeper in love with her in the years we were apart.”","Nicholas Sparks,",['general']
“the only thing better than imagining dimitri carrying me in his arms was imagining him shirtless while carrying me in his arms.”,"Richelle Mead,",['general']
“you're a painter. you're a baker. you like to sleep with the windows open. you never take sugar in your tea. and you always double-knot your shoelaces.”,"Suzanne Collins,",['general']
“there is a crack in everything.that's how the light gets in.”,"Leonard Cohen,",['general']
"“stories can conquer fear, you know. they can make the heart bigger.”",Ben Okri,['general']
"“forbidden to remember, terrified to forget; it was a hard line to walk.”","Stephenie Meyer,",['general']
"“i will love you always. when this red hair is white, i will still love you. when the smooth softness of youth is replaced by the delicate softness of age, i will still want to touch your skin. when your face is full of the lines of every smile you have ever smiled, of every surprise i have seen flash through your eyes, when every tear you have ever cried has left its mark upon your face,i will treasure you all the more, because i was there to see it all. i will share your life with you, meredith, and i will love you until the last breath leaves your body or mine.”","Laurell K. Hamilton,",['general']
"“as a woman i have no country. as a woman i want no country. as a woman, my country is the whole world.”",Virginia Woolf,['general']
“the emotion that can break your heart is sometimes the very one that heals it...”,"Nicholas Sparks,",['general']
"“anyone can hide. facing up to things, working through them, that's what makes you strong.”",Sarah Dessen,['general']
"“don't give in to your fears. if you do, you won't be able to talk to your heart.”","Paulo Coelho,",['general']
"“never be bullied into silence. never allow yourself to be made a victim. accept no one's definition of your life, but define yourself.”",Harvey Fierstein,['general']
“you are not rich until you have a rich heart.”,"Roy T. Bennett,",['general']
“i don't like people who have never fallen or stumbled. their virtue is lifeless and it isn't of much value. life hasn't revealed its beauty to them. ”,Boris Pasternak,['general']
“you never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.”,Roy T. Bennett,['general']
"“memories, even your most precious ones, fade surprisingly quickly. but i donâ€™t go along with that. the memories i value most, i donâ€™t ever see them fading.”","Kazuo Ishiguro,",['general']
"“1. be impeccable with your wordspeak with integrity. say only what you mean. avoid using the word to speak against yourself or to gossip about others. use the power of your word in the direction of truth and love. 2. don't take anything personallynothing others do is because of you. what others say and do is a projection of their own reality, their own dream. when you are immune to the opinions and actions of others, you won't be the victim of needless suffering. 3. don't make assumptionsfind the courage to ask questions and to express what you really want. communicate with others as clearly as you can to avoid misunderstandings, sadness and drama. with just this one agreement, you can completely transform your life. 4. always do your bestyour best is going to change from moment to moment; it will be different when you are healthy as opposed to sick. under any circumstance, simply do your best, and you will avoid self-judgment, self-abuse and regret.”",Don Miguel Ruiz,['general']
"“when we don't know who to hate, we hate ourselves.”","Chuck Palahniuk,",['general']
"“when the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.”","J.M. Barrie,",['general']
"“the more one judges, the less one loves.”","HonorÃ© de Balzac,",['general']
“better a cruel truth than a comfortable delusion.”,Edward Abbey,['general']
"“i must be a mermaid, rango. i have no fear of depths and a great fear of shallow living.”",Anais Nin,['general']
"“selfishness is not living as one wishes to live, it is asking others to live as one wishes to live.”",Oscar Wilde,['general']
"“sometimes the bible in the hand of one man is worse than a whisky bottle in the hand of (another)... there are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results.”","Harper Lee,",['general']
"“do not let the memories of your past limit the potential of your future. there are no limits to what you can achieve on your journey through life, except in your mind.”","Roy T. Bennett,",['general']
“a smile is a curve that sets everything straight.”,Phyllis Diller,['general']
"“remember me and smile, for it's better to forget than to remember me and cry.”",Dr. Seuss,['general']
"“let the first act of every morning be to make the following resolve for the day:- i shall not fear anyone on earth. - i shall fear only god. - i shall not bear ill will toward anyone. - i shall not submit to injustice from anyone. - i shall conquer untruth by truth. and in resisting untruth, i shall put up with all suffering.”",Mahatma Gandhi,['general']
"“did you see that dress?â€� ""i saw the dress.â€� ""did you like it?â€� he didn't answer. i took that as a yes. ""am i going to endanger my reputation if i wear it to the dance?â€� when he spoke, i could barely hear him. ""you'll endanger the school.â€� i smiled and fell asleep.”","Richelle Mead,",['general']
“one person's craziness is another person's reality.”,Tim Burton,['general']
"“you are not special. you're not a beautiful and unique snowflake. you're the same decaying organic matter as everything else. we're all part of the same compost heap. we're all singing, all dancing crap of the world.”","Chuck Palahniuk,",['general']
"“i kept always two books in my pocket, one to read, one to write in.”","Robert Louis Stevenson,",['general']
"“that's the thing about depression: a human being can survive almost anything, as long as she sees the end in sight. but depression is so insidious, and it compounds daily, that it's impossible to ever see the end.”","Elizabeth Wurtzel,",['general']
"“if i had my life to live over again, i would have made a rule to read some poetry and listen to some music at least once every week.”","Charles Darwin,",['general']
"“may it be a light to you in dark places, when all other lights go out.”","J.R.R. Tolkien,",['general']
"“they always say time changes things, but you actually have to change them yourself.”","Andy Warhol,",['general']
"“i know we're fucked up, alright? i'm impulsive, and hot tempered, and you get under my skin like no one else. you act like you hate me one minute, and then need me the next. i never get anything right, and i don't deserve you...but i fucking love you, abby. i love you more than i loved anyone or anything ever. when you're around, i don't need booze, or money, or the fighting, or the one-night stands...”","Jamie McGuire,",['general']
“what she had realized was that love was that moment when your heart was about to burst.”,"Stieg Larsson,",['general']
“anxiety is the dizziness of freedom.”,"SÃ¸ren Kierkegaard ,",['general']
"“things need not have happened to be true. tales and dreams are the shadow-truths that will endure when mere facts are dust and ashes, and forgot.”","Neil Gaiman,",['general']
“to choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.”,"Yann Martel,",['general']
"“if you have good friends, no matter how much life is sucking , they can make you laugh.”",P.C. Cast  Kristin Cast,['general']
“in the endthese things matter most:how well did you love?how fully did you live?how deeply did you let go?”,"Jack Kornfield,",['general']
"“the ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversy.”",Martin Luther King Jr.,['general']
“do not think that love in order to be genuine has to be extraordinary. what we need is to love without getting tired. be faithful in small things because it is in them that your strength lies.”,Mother Teresa,['general']
"“i always arrive late at the office, but i make up for it by leaving early.”",Charles Lamb,['general']
"“it doesn't matter. i have books, new books, and i can bear anything as long as there are books.”","Jo Walton,",['general']
“if you're too open-minded; your brains will fall out.”,Lawrence Ferlinghetti,['general']
"“kind words can be short and easy to speak, but their echoes are truly endless.”",Mother Teresa,['general']
"“why do people say ""grow some balls""? balls are weak and sensitive. if you wanna be tough, grow a vagina. those things can take a pounding.”",Sheng Wang,['general']
"“i hope you're pleased with yourselves. we could all have been killed - or worse, expelled. now if you don't mind, i'm going to bed.”","J.K. Rowling,",['general']
"“whatever you are physically...male or female, strong or weak, ill or healthy--all those things matter less than what your heart contains. if you have the soul of a warrior, you are a warrior. all those other things, they are the glass that contains the lamp, but you are the light inside.”","Cassandra Clare,",['general']
“my rapier wit hides my inner pain.”,Cassandra Clare,['general']
"“i say let the world go to hell, but i should always have my tea.”","Fyodor Dostoevsky,",['general']
“better to die fighting for freedom then be a prisoner all the days of your life.”,Bob Marley,['general']
"“no sight so sad as that of a naughty child,"" he began, ""especially a naughty little girl. do you know where the wicked go after death?""""they go to hell,"" was my ready and orthodox answer.""and what is hell? can you tell me that?""""a pit full of fire.""""and should you like to fall into that pit, and to be burning there for ever?""""no, sir.""""what must you do to avoid it?""i deliberated a moment: my answer, when it did come was objectionable: ""i must keep in good health and not die.”","Charlotte BrontÃ«,",['general']
“i'd rather die my way than live yours.”,"Lauren Oliver,",['general']
“try to be a rainbow in someone's cloud.”,"Maya Angelou,",['general']
"“where words leave off, music begins.”",Heinrich Heine,['general']
“morning is wonderful. its only drawback is that it comes at such an inconvenient time of day.”,"Glen Cook,",['general']
"“life is too short to waste any amount of time on wondering what other people think about you. in the first place, if they had better things going on in their lives, they wouldn't have the time to sit around and talk about you. what's important to me is not others' opinions of me, but what's important to me is my opinion of myself.”",C. JoyBell C.,['general']
"“i could die for you. but i couldn't, and wouldn't, live for you.”","Ayn Rand,",['general']
"“i am lonely, yet not everybody will do. i don't know why, some people fill the gaps and others emphasize my loneliness. in reality those who satisfy me are those who simply allow me to live with my ''idea of them.”",Anais Nin,['general']
"“headline?"" he asked.""'swing set needs home,'"" i said.""'desperately lonely swing set needs loving home,'"" he said.""'lonely, vaguely pedophilic swing set seeks the butts of children,'"" i said.”","John Green,",['general']
“the only thing necessary for the triumph of evil is for good men to do nothing.”,Edmund Burke,['general']
"“i hope that in this year to come, you make mistakes.because if you are making mistakes, then you are making new things, trying new things, learning, living, pushing yourself, changing yourself, changing your world. you're doing things you've never done before, and more importantly, you're doing something.so that's my wish for you, and all of us, and my wish for myself. make new mistakes. make glorious, amazing mistakes. make mistakes nobody's ever made before. don't freeze, don't stop, don't worry that it isn't good enough, or it isn't perfect, whatever it is: art, or love, or work or family or life.whatever it is you're scared of doing, do it.make your mistakes, next year and forever.”",Neil Gaiman,['general']
"“if you have enough book space, i don't want to talk to you.”",Terry Pratchett,['general']
"“holding eleanor's hand was like holding a butterfly. or a heartbeat. like holding something complete, and completely alive.”","Rainbow Rowell,",['general']
“education: the path from cocky ignorance to miserable uncertainty.”,Mark Twain,['general']
“the truth will set you free. but not until it is finished with you.”,"David Foster Wallace,",['general']
"“the only real prison is fear, and the only real freedom is freedom from fear”",Aung San Suu Kyi,['general']
"“i hope you will have a wonderful year, that you'll dream dangerously and outrageously, that you'll make something that didn't exist before you made it, that you will be loved and that you will be liked, and that you will have people to love and to like in return. and, most importantly (because i think there should be more kindness and more wisdom in the world right now), that you will, when you need to be, be wise, and that you will always be kind.”",Neil Gaiman,['general']
“it's the job that's never started as takes longest to finish.”,"J.R.R. Tolkien,",['general']
"“i am not proud, but i am happy; and happiness blinds, i think, more than pride.”","Alexandre Dumas,",['general']
"“i donâ€™t trust anybody. not anybody. and the more that i care about someone, the more sure i am theyâ€™re going to get tired of me and take off.”","Rainbow Rowell,",['general']
"“i can only note that the past is beautiful because one never realises an emotion at the time. it expands later, and thus we don't have complete emotions about the present, only about the past.”",Virginia Woolf,['general']
"“it takes courage to love, but pain through love is the purifying fire which those who love generously know. we all know people who are so much afraid of pain that they shut themselves up like clams in a shell and, giving out nothing, receive nothing and therefore shrink until life is a mere living death.”",Eleanor Roosevelt,['general']
“learn from the mistakes of others. you can never live long enough to make them all yourself.”,Groucho Marx,['general']
"“great heroes need great sorrows and burdens, or half their greatness goes unnoticed. it is all part of the fairy tale.”","Peter S. Beagle,",['general']
"“i have faith that god will show you the answer. but you have to understand that sometimes it takes a while to be able to recognize what god wants you to do. that's how it often is. god's voice is usually nothing more than a whisper, and you have to listen very carefully to hear it. but other times, in those rarest of moments, the answer is obvious and rings as loud as a church bell.”","Nicholas Sparks,",['general']
“there's nowhere you can be that isn't where you're meant to be...”,John Lennon,['general']
“everything must be made as simple as possible. but not simpler.”,Albert Einstein,['general']
“i guess thatâ€™s just part of loving people: you have to give things up. sometimes you even have to give them up.”,"Lauren Oliver,",['general']
"“they say i'm old-fashioned, and live in the past, but sometimes i think progress progresses too fast!”",Dr. Seuss,['general']
“words dazzle and deceive because they are mimed by the face. but black words on a white page are the soul laid bare.”,Guy de Maupassant,['general']
"“when god created mothers"" when the good lord was creating mothers, he was into his sixth day of ""overtime"" when the angel appeared and said. ""you're doing a lot of fiddling around on this one."" and god said, ""have you read the specs on this order?"" she has to be completely washable, but not plastic. have 180 moveable parts...all replaceable. run on black coffee and leftovers. have a lap that disappears when she stands up. a kiss that can cure anything from a broken leg to a disappointed love affair. and six pairs of hands."" the angel shook her head slowly and said. ""six pairs of hands.... no way."" it's not the hands that are causing me problems,"" god remarked, ""it's the three pairs of eyes that mothers have to have."" that's on the standard model?"" asked the angel. god nodded. one pair that sees through closed doors when she asks, 'what are you kids doing in there?' when she already knows. another here in the back of her head that sees what she shouldn't but what she has to know, and of course the ones here in front that can look at a child when he goofs up and say. 'i understand and i love you' without so much as uttering a word."" god,"" said the angel touching his sleeve gently, ""get some rest tomorrow...."" i can't,"" said god, ""i'm so close to creating something so close to myself. already i have one who heals herself when she is sick...can feed a family of six on one pound of hamburger...and can get a nine year old to stand under a shower."" the angel circled the model of a mother very slowly. ""it's too soft,"" she sighed. but tough!"" said god excitedly. ""you can imagine what this mother can do or endure."" can it think?"" not only can it think, but it can reason and compromise,"" said the creator. finally, the angel bent over and ran her finger across the cheek. there's a leak,"" she pronounced. ""i told you that you were trying to put too much into this model."" it's not a leak,"" said the lord, ""it's a tear."" what's it for?"" it's for joy, sadness, disappointment, pain, loneliness, and pride."" you are a genius, "" said the angel. somberly, god said, ""i didn't put it there.”","Erma Bombeck,",['general']
"“sorrow is how we learn to love. your heart isn't breaking. it hurts because it's getting larger. the larger it gets, the more love it holds.”","Rita Mae Brown,",['general']
"“â€¨loneliness is the human condition. cultivate it. the way it tunnels into you allows your soul room to grow. never expect to outgrow loneliness. never hope to find people who will understand you, someone to fill that space. an intelligent, sensitive person is the exception, the very great exception. if you expect to find people who will understand you, you will grow murderous with disappointment. the best you'll ever do is to understand yourself, know what it is that you want, and not let the cattle stand in your way.”","Janet Fitch,",['general']
“the most effective way to destroy people is to deny and obliterate their own understanding of their history.”,George Orwell,['general']
“you do have a story inside you; it lies articulate and waiting to be written â€” behind your silence and your suffering.”,Anne Rice,['general']
"“we sit silently and watch the world around us. this has taken a lifetime to learn. it seems only the old are able to sit next to one another and not say anything and still feel content. the young, brash and impatient, must always break the silence. it is a waste, for silence is pure. silence is holy. it draws people together because only those who are comfortable with each other can sit without speaking. this is the great paradox.”","Nicholas Sparks,",['general']
"“trains are great dirty smoky things,"" said will. ""you won't like it."" tessa was unmoved. ""i won't know if i like it until i try it, will i?"" ""i've never swum naked in the thames before, but i know i wouldn't like it."" ""but think how entertaining for sightseers,"" said tessa, and she saw jem duck his head to hide the quick flash of his grin.”","Cassandra Clare,",['general']
"“when we're incomplete, we're always searching for somebody to complete us. when, after a few years or a few months of a relationship, we find that we're still unfulfilled, we blame our partners and take up with somebody more promising. this can go on and on--series polygamy--until we admit that while a partner can add sweet dimensions to our lives, we, each of us, are responsible for our own fulfillment. nobody else can provide it for us, and to believe otherwise is to delude ourselves dangerously and to program for eventual failure every relationship we enter.”",Tom Robbins,['general']
"“freeing yourself was one thing, claiming ownership of that freed self was another.”","Toni Morrison,",['general']
"“between two evils, i always pick the one i never tried before.”",Mae West,['general']
"“when the snows fall and the white winds blow, the lone wolf dies but the pack survives.”","George R.R. Martin,",['general']
"“an unbreakable vow?"" said ron, looking stunned. ""nah, he canâ€™t have.... are you sure?""""yes iâ€™m sure,"" said harry. ""why, what does it mean?""""well, you canâ€™t break an unbreakable vow...""""iâ€™d worked that much out for myself, funnily enough.”","J.K. Rowling,",['general']
“curiouser and curiouser!”,"Lewis Carroll,",['general']
“your silence will not protect you.”,"Audre Lorde,",['general']
"“the past is always tense, the future perfect.”",Zadie Smith,['general']
"“it is a far, far better thing that i do, than i have ever done; it is a far, far better rest that i go to than i have ever known.”","Charles Dickens,",['general']
"“heaven knows we need never be ashamed of our tears, for they are rain upon the blinding dust of earth, overlying our hard hearts. i was better after i had cried, than before--more sorry, more aware of my own ingratitude, more gentle.”","Charles Dickens,",['general']
"“i learned that courage was not the absence of fear, but the triumph over it. the brave man is not he who does not feel afraid, but he who conquers that fear.”",Nelson Mandela,['general']
"“atticus, he was real nice.""""most people are, scout, when you finally see them.”","Harper Lee,",['general']
"“he awoke each morning with the desire to do right, to be a good and meaningful person, to be, as simple as it sounded and as impossible as it actually was, happy. and during the course of each day his heart would descend from his chest into his stomach. by early afternoon he was overcome by the feeling that nothing was right, or nothing was right for him, and by the desire to be alone. by evening he was fulfilled: alone in the magnitude of his grief, alone in his aimless guilt, alone even in his loneliness. i am not sad, he would repeat to himself over and over, i am not sad. as if he might one day convince himself. or fool himself. or convince others--the only thing worse than being sad is for others to know that you are sad. i am not sad. i am not sad. because his life had unlimited potential for happiness, insofar as it was an empty white room. he would fall asleep with his heart at the foot of his bed, like some domesticated animal that was no part of him at all. and each morning he would wake with it again in the cupboard of his rib cage, having become a little heavier, a little weaker, but still pumping. and by the midafternoon he was again overcome with the desire to be somewhere else, someone else, someone else somewhere else. i am not sad.”","Jonathan Safran Foer,",['general']
"“patience, grasshopper,"" said maia. ""good things come to those who wait.""""i always thought that was 'good things come to those who do the wave,'"" said simon. ""no wonder i've been so confused all my life.”","Cassandra Clare,",['general']
"“the very first moment i beheld him, my heart was irrevocably gone.”","Jane Austen,",['general']
“the last enemy that shall be destroyed is death.”,"J.K. Rowling,",['general']
"“to err is human, to forgive, divine.”","Alexander Pope,",['general']
"“i'd rather be hated for who i am, than loved for who i am not.”",Kurt Cobain,['general']
"“i am too intelligent, too demanding, and too resourceful for anyone to be able to take charge of me entirely. no one knows me or loves me completely. i have only myself”",Simone de Beauvoir,['general']
“no one ever told me that grief felt so like fear.”,"C.S. Lewis,",['general']
“whenever you feel like criticizing any one...just remember that all the people in this world haven't had the advantages that you've had.”,F. Scott Fitzgerald,['general']
"“so many people walk around with a meaningless life. they seem half-asleep, even when they're busy doing things they think are important. this is because they're chasing the wrong things. the way you get meaning into your life is to devote yourself to loving others, devote yourself to your community around you, and devote yourself to creating something that gives you purpose and meaning.”","Mitch Albom,",['general']
“all i have seen teaches me to trust the creator for all i have not seen.”,Ralph Waldo Emerson,['general']
"“to be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.”","Elizabeth Gilbert,",['general']
"“in your light i learn how to love. in your beauty, how to make poems. you dance inside my chest where no-one sees you, but sometimes i do, and that sight becomes this art.”",Rumi,['general']
"“the man who passes the sentence should swing the sword. if you would take a man's life, you owe it to him to look into his eyes and hear his final words. and if you cannot bear to do that, then perhaps the man does not deserve to die.”","George R.R. Martin,",['general']
"“i don't know who invented high heels, but all women owe him a lot!”",Marilyn Monroe,['general']
"“the major problemâ€”one of the major problems, for there are severalâ€”one of the many major problems with governing people is that of whom you get to do it; or rather of who manages to get people to let them do it to them. to summarize: it is a well-known fact that those people who must want to rule people are, ipso facto, those least suited to do it. to summarize the summary: anyone who is capable of getting themselves made president should on no account be allowed to do the job.”","Douglas Adams,",['general']
“let the improvement of yourself keep you so busy that you have no time to criticize others.”,"Roy T. Bennett,",['general']
"“what is family? they were the people who claimed you. in good, in bad, in parts or in whole, they were the ones who showed up, who stayed in there, regardless. it wasn't just about blood relations or shared chromosomes, but something wider, bigger. we had many families over time. our family of origin, the family we created, and the groups you moved through while all of this was happening: friends, lovers, sometimes even strangers. none of them perfect, and we couldn't expect them to be. you can't make any one person your world. the trick was to take what each could give you and build your world from it.”","Sarah Dessen,",['general']
"“sometimes i wonder if there's something wrong with me. perhaps i've spent too long in the company of my literary romantic heroes, and consequently my ideals and expectations are far too high.”","E.L. James,",['general']
"“if the real world were a book, it would never find a publisher. overlong, detailed to the point of distraction-and ultimately, without a major resolution.”","Jasper Fforde,",['general']
"“it's going to be all right, sir,"" harry said over and over again, more worried by dumbledore's silence than he had been by his weakened voice. ""we're nearly there ... i can apparate us both back ... don't worry ...""""i am not worried, harry,"" said dumbledore, his voice a little stronger despite the freezing water. ""i am with you.”","J.K. Rowling,",['general']
“second star to the right and straight on 'til morning. ”,"J.M. Barrie,",['general']
"“you're the first shadowhunter i've ever met."" â€œthatâ€™s too bad,â€� said jace, â€œsince all the others you meet from now on will be a terrible letdown.”","Cassandra Clare,",['general']
“when will you learn that there isn't a word for everything?”,"Nicole Krauss,",['general']
"“alec looked at her and shook his head. ""how do you manage never to get mud on your clothes?""isabelle shrugged philosophically. ""i'm pure at heart. it repels the dirt.”","Cassandra Clare,",['general']
“evil is always possible. and goodness is eternally difficult.”,"Anne Rice,",['general']
"“when you have lost hope, you have lost everything. and when you think all is lost, when all is dire and bleak, there is always hope.”","Pittacus Lore,",['general']
"“what a blessing it is to love books as i love them;- to be able to converse with the dead, and to live amidst the unreal!”","Thomas Babington Macaulay,",['general']
"“why are you worrying about you-know-who, when you should be worrying about you-no-poo? the constipation sensation that's gripping the nation!”","J.K. Rowling,",['general']
"“words, i think, are such unpredictable creatures. no gun, no sword, no army or king will ever be more powerful than a sentence. swords may cut and kill, but words will stab and stay, burying themselves in our bones to become corpses we carry into the future, all the time digging and failing to rip their skeletons from our flesh.”","Tahereh Mafi,",['general']
“blessed are the hearts that can bend; they shall never be broken.”,Albert Camus,['general']
"“magnus, standing by the door, snapped his fingers impatiently. ""move it along, teenagers. the only person who gets to canoodle in my bedroom is my magnificent self.""""canoodle?"" repeated clary, never having heard the word before.""magnificent?"" repeated jace, who was just being nasty. magnus growled. the growl sounded like ""get out.”","Cassandra Clare,",['general']
“man only likes to count his troubles; he doesn't calculate his happiness.”,"Fyodor Dostoevsky,",['general']
“i'm killing time while i wait for life to shower me with meaning and happiness.”,Bill Watterson,['general']
“the best way to cheer yourself is to try to cheer someone else up.”,Mark Twain,['general']
"“i was dead until you found me, though i breathed. i was sightless, though i could see. and then you came...and i was awakened.”","J.R. Ward,",['general']
"“youâ€™re dangerous,â€� he says.â€œwhy?â€�â€œbecause you make me believe in the impossible”","Simone Elkeles,",['general']
“educating the mind without educating the heart is no education at all.”,Aristotle,['general']
“the price good men pay for indifference to public affairs is to be ruled by evil men.”,Plato,['general']
"“once you have read a book you care about, some part of it is always with you.”","Louis L'Amour,",['general']
"“ignore those that make you fearful and sad, that degrade you back towards disease and death.”",Rumi Jalalud-Din,['general']
"“and then something invisible snapped insider her, and that which had come together commenced to fall apart.”","John Green,",['general']
“the two hardest tests on the spiritual road are the patience to wait for the right moment and the courage not to be disappointed with what we encounter.”,"Paulo Coelho,",['general']
"“those who can make you believe absurdities, can make you commit atrocities.”",Voltaire,['general']
“i write to give myself strength. i write to be the characters that i am not. i write to explore all the things i'm afraid of. ”,Joss Whedon,['general']
“books serve to show a man that those original thoughts of his aren't very new after all.”,Abraham Lincoln,['general']
"“you might want to lie down,"" magnus advised. ""i find that it helps when the crushing sense of horrible realization sets in.”","Cassandra Clare,",['general']
"“the world was collapsing, and the only thing that really mattered to me was that she was alive.”","Rick Riordan,",['general']
"“parents can only give good advice or put them on the right paths, but the final forming of a person's character lies in their own hands.”",Anne Frank,['general']
"“um...is that thing tame?"" frank said.the horse whinnied angrily.""i don't think so,"" percy guessed. ""he just said, 'i will trample you to death, silly chinese canadian baby man'.”","Rick Riordan,",['general']
"“this is how you do it: you sit down at the keyboard and you put one word after another until its done. it's that easy, and that hard.”",Neil Gaiman,['general']
"“they're certainly entitled to think that, and they're entitled to full respect for their opinions... but before i can live with other folks i've got to live with myself. the one thing that doesn't abide by majority rule is a person's conscience.”","Harper Lee,",['general']
"“in my younger and more vulnerable years my father gave me some advice that i've been turning over in my mind ever since.""whenever you feel like criticizing any one,"" he told me, ""just remember that all the people in this world haven't had the advantages that you've had.”","F. Scott Fitzgerald,",['general']
"“you should write because you love the shape of stories and sentences and the creation of different words on a page. writing comes from reading, and reading is the finest teacher of how to write.”",Annie Proulx,['general']
"“people tend to complicate their own lives, as if living weren't already complicated enough.”","Carlos Ruiz ZafÃ³n,",['general']
"“make a radical change in your lifestyle and begin to boldly do things which you may previously never have thought of doing, or been too hesitant to attempt. so many people live within unhappy circumstances and yet will not take the initiative to change their situation because they are conditioned to a life of security, conformity, and conservation, all of which may appear to give one peace of mind, but in reality nothing is more damaging to the adventurous spirit within a man than a secure future. the very basic core of a man's living spirit is his passion for adventure. the joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun. if you want to get more out of life, you must lose your inclination for monotonous security and adopt a helter-skelter style of life that will at first appear to you to be crazy. but once you become accustomed to such a life you will see its full meaning and its incredible beauty.”","Jon Krakauer,",['general']
“maybe our girlfriends are our soulmates and guys are just people to have fun with.”,"Candace Bushnell,",['general']
“the earth has its music for those who will listen”,"Reginald Vincent Holmes,",['general']
"“when one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. that is what the world calls a romance.”","Oscar Wilde,",['general']
“a man who dares to waste one hour of time has not discovered the value of life.”,"Charles Darwin,",['general']
“we do not need magic to transform our world. we carry all of the power we need inside ourselves already.”,"J.K. Rowling,",['general']
"“when i say it's you i like, i'm talking about that part of you that knows that life is far more than anything you can ever see or hear or touch. that deep part of you that allows you to stand for those things without which humankind cannot survive. love that conquers hate, peace that rises triumphant over war, and justice that proves more powerful than greed.”",Fred Rogers,['general']
"“i wonder how many people don't get the one they want, but end up with the one they're supposed to be with.”","Fannie Flagg,",['general']
"“when we are young, the words are scattered all around us. as they are assembled by experience, so also are we, sentence by sentence, until the story takes shape.”","Louise Erdrich,",['general']
“all happiness depends on courage and work.”,HonorÃ© de Balzac,['general']
"“be thankful for what you have; you'll end up having more. if you concentrate on what you don't have, you will never, ever have enough.”",Oprah Winfrey,['general']
"“all good books are alike in that they are truer than if they had really happened and after you are finished reading one you will feel that all that happened to you and afterwards it all belongs to you: the good and the bad, the ecstasy, the remorse and sorrow, the people and the places and how the weather was. if you can get so that you can give that to people, then you are a writer.”",Ernest Hemingway,['general']
“the supreme art of war is to subdue the enemy without fighting.”,"Sun Tzu,",['general']
“holding anger is a poison...it eats you from inside...we think that by hating someone we hurt them...but hatred is a curved blade...and the harm we do to others...we also do to ourselves.”,"Mitch Albom,",['general']
“i have nothing to declare except my genius.”,Oscar Wilde,['general']
“the earth laughs in flowers.”,Ralph Waldo Emerson,['general']
"“when someone is in your heart, they're never truly gone. they can come back to you, even at unlikely times.”","Mitch Albom,",['general']
"“even after all this timethe sun never says to the earth,""you owe me.""lookwhat happenswith a love like that,it lights the whole sky.”",Hafiz,['general']
"“but i didn't understand then. that i could hurt somebody so badly she would never recover. that a person can, just by living, damage another human being beyond repair.”",Haruki Murakami,['general']
“you only live twice:once when you are bornand once when you look death in the face”,"Ian Fleming,",['general']
"“i don't go out with strangers,"" i said.""good thing i do. i'll pick you up at five.”","Becca Fitzpatrick,",['general']
"“we are each our own devil, and we make this world our hell.”",Oscar Wilde,['general']
"“to-morrow, and to-morrow, and to-morrow,creeps in this petty pace from day to day,to the last syllable of recorded time;and all our yesterdays have lighted foolsthe way to dusty death. out, out, brief candle!life's but a walking shadow, a poor player,that struts and frets his hour upon the stage,and then is heard no more. it is a taletold by an idiot, full of sound and fury,signifying nothing.”","William Shakespeare,",['general']
